Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Dominic Smith ",,"1B",999,308,-2.64950558335271,-18.6702716416828,-20.7310521282393,-5.14031949117919,-11.8186206892487,-59.0097695337026,13.603923500163452,-44.40584603353918,"Dominic Smith","15653",642086
"Garrett Stubbs ","PHI","C/DH",999,250,-5.1241442882118,-23.0167899074714,-23.6046633143319,-4.67407736045999,-13.7957133699737,-70.2153882404488,24.78789805156883,-44.42749018887993,"Garrett Stubbs","18067",596117
"Colt Emerson ","SEA","SS",999,336,-4.27001092199667,-19.460547690008,-19.4995044770568,-3.74159309902159,-12.4776515828237,-59.4493077709067,13.937934068046204,-44.511373702860475,"Colt Emerson","sa3022923",806068
"Liam Hicks ","MIA","C/1B/DH",496,217,-1.40135195874705,-23.8070659557966,-25.2467268492419,-5.60656162189839,-14.4547442635488,-70.5164506492327,24.78789805156883,-44.72855259766384,"Liam Hicks","29844",689414
"Darell Hernaiz ","ATH","3B/SS",632.1500244140625,280,0.503924902878484,-21.0410997866584,-21.9625997794218,-3.74159309902159,-13.7957133699737,-60.037081132197,13.937934068046204,-45.09914706415083,"Darell Hernaiz","26224",687231
"Sam Haggerty ","TEX","OF",999,252,-1.48890949946259,-22.6216518833088,-21.5520838956943,-0.477898183987181,-13.7957133699737,-59.9362568324266,13.814289106390957,-45.12196772603562,"Sam Haggerty","18054",664059
"Wilmer Flores ",,"1B/DH",681.1500244140625,259,-2.7809438209614,-19.460547690008,-21.9625997794218,-5.60656162189839,-10.5005589020986,-60.3112118143882,13.603923500163452,-45.707288314224755,"Wilmer Flores","5827",527038
"Rob Refsnyder ",,"OF/DH",744.8499755859375,238,-1.13854343455325,-21.0410997866584,-21.9625997794218,-4.67407736045999,-11.8186206892487,-60.6349410503421,13.814289106390957,-45.82065194395115,"Rob Refsnyder","13770",608701
"Ramón Urías ",,"2B/3B",695.6900024414062,266,-1.44509675359302,-20.2508237383332,-21.9625997794218,-5.14031949117919,-11.8186206892487,-60.6174604517759,13.743726498026598,-45.87373395374927,"Ramon Urias","18795",602104
"Garrett Mitchell ","MIL","OF",545.3800048828125,245,-2.32107986688995,-21.0410997866584,-22.7836315468768,-2.80910883758319,-11.8186206892487,-60.773540727257,13.814289106390957,-45.95925162086605,"Garrett Mitchell","27555",669003
"Kevin McGonigle ","DET","SS",999,238,-0.634866734612237,-21.436237810821,-22.3731156631493,-4.20783522974079,-12.4776515828237,-61.129707021147,13.937934068046204,-46.191772953100816,"Kevin McGonigle","sa3022895",805808
"Elias Díaz ",,"C",999,179,-2.91240470891129,-24.2022039799592,-26.4782745004244,-5.60656162189839,-13.1366824763987,-72.336127287592,24.78789805156883,-46.54822923602316,"Elias Diaz","11680",553869
"Jake Rogers ","DET","C",741.22998046875,179,-4.02925599795543,-24.2022039799592,-26.0677586166969,-5.60656162189839,-12.4776515828237,-72.3834317993336,24.78789805156883,-46.59553374776476,"Jake Rogers","19452",668670
"Alex Call ","LAD","OF",999,259,-2.47436785158043,-21.0410997866584,-21.5520838956943,-4.20783522974079,-12.4776515828237,-61.7530383464976,13.814289106390957,-46.93874924010663,"Alex Call","19296",669743
"Jon Berti ",,"3B",999,238,-0.678656830140605,-23.0167899074714,-23.1941474306044,-0.477898183987181,-13.7957133699737,-61.1632057221772,13.100398860445114,-47.06280686173213,"Jon Berti","12037",542932
"Austin Wynns ","ATH","C",734.22998046875,166,-2.34304286567772,-24.9924800282844,-26.888790384152,-5.60656162189839,-13.1366824763987,-72.9675573764111,24.78789805156883,-47.179659324842305,"Austin Wynns","15271",642851
"Alex Jackson ","MIN","C",999,166,-4.22635672851548,-24.2022039799592,-26.4782745004244,-5.60656162189839,-12.4776515828237,-72.9910484136212,24.78789805156883,-47.203150362052334,"Alex Jackson","17276",656577
"Curtis Mead ","CHW","1B/3B",578.9199829101562,266,-1.31370381666672,-21.0410997866584,-22.3731156631493,-4.20783522974079,-12.4776515828237,-61.4134060790389,13.100398860445114,-47.31300721859379,"Curtis Mead","23986",678554
"Jake McCarthy ","ARI","OF",606.0800170898438,224,0.15349088694556,-22.6216518833088,-23.6046633143319,-2.34286670686399,-13.7957133699737,-62.2114043875328,13.814289106390957,-47.39711528114183,"Jake McCarthy","21622",664983
"Riley Adams ","WSN","C",737.9199829101562,183,-4.05115104571962,-24.2022039799592,-26.4782745004244,-5.60656162189839,-13.1366824763987,-73.4748736244003,24.78789805156883,-47.6869755728315,"Riley Adams","19864",656180
"Josh Rojas ",,"2B/3B",999,280,-3.13130988587073,-21.436237810821,-21.5520838956943,-3.27535096830239,-13.1366824763987,-62.5316650370871,13.743726498026598,-47.78793853906051,"Josh Rojas","19734",668942
"Matt Vierling ","DET","OF",588.77001953125,266,-2.32105721654875,-21.436237810821,-21.9625997794218,-4.67407736045999,-12.4776515828237,-62.8716237500752,13.814289106390957,-48.05733464368427,"Matt Vierling","21558",663837
"Blaine Crim ","COL","1B/DH",684.9199829101562,224,-1.09475333902488,-21.0410997866584,-23.1941474306044,-5.60656162189839,-11.8186206892487,-62.7551828674347,13.603923500163452,-48.151259367271216,"Blaine Crim","25714",688760
"Paul DeJong ",,"3B",999,280,-6.5694439440599,-19.0654096658454,-22.3731156631493,-4.67407736045999,-9.84152800852359,-62.5235746420382,13.100398860445114,-48.42317578159308,"Paul DeJong","18015",657557
"Jake Fraley ","TBR","OF",632.3099975585938,210,-0.897675258806033,-22.6216518833088,-24.0151791980594,-3.27535096830239,-12.4776515828237,-63.2875088913002,13.814289106390957,-48.47321978490929,"Jake Fraley","19260",641584
"Cody Freeman ","TEX","2B",741.3800048828125,224,-1.00715049762695,-21.8313758349836,-23.6046633143319,-4.67407736045999,-12.4776515828237,-63.5949185902261,13.743726498026598,-48.85119209219946,"Cody Freeman","25629",683227
"Angel Martínez ","CLE","2B/OF",607.9199829101562,245,-2.23347702549202,-21.8313758349836,-23.1941474306044,-4.20783522974079,-12.4776515828237,-63.9444871036444,13.743726498026598,-49.20076060561781,"Angel Martinez","26540",682657
"LaMonte Wade Jr. ",,"1B/OF",999,252,-3.43793115593409,-21.8313758349836,-21.9625997794218,-5.14031949117919,-11.8186206892487,-64.1908469507673,13.814289106390957,-49.37655784437638,"LaMonte Wade Jr.","18126",664774
"Mauricio Dubón ","ATL","2B/3B/SS/OF",494.2300109863281,238,0.0440156481246409,-21.8313758349836,-23.6046633143319,-5.14031949117919,-13.7957133699737,-64.3280563623437,13.937934068046204,-49.39012229429751,"Mauricio Dubon","16530",643289
"Justin Turner ",,"1B",999,245,-1.31372646700792,-21.436237810821,-23.1941474306044,-5.60656162189839,-12.4776515828237,-64.0283249131553,13.603923500163452,-49.42440141299187,"Justin Turner","5235",457759
"Andrew Knizner ","SFG","C",999,160,-2.16785983322305,-25.7827560766095,-27.2993062678795,-5.60656162189839,-14.4547442635488,-75.3112280631592,24.78789805156883,-49.523330011590396,"Andrew Knizner","19514",668800
"Tyler Heineman ","TOR","C",742.77001953125,154,-2.25546267462099,-26.1778941007721,-27.2993062678795,-5.14031949117919,-14.4547442635488,-75.3277267980006,24.78789805156883,-49.53982874643174,"Tyler Heineman","13897",623168
"Luke Maile ",,"C",999,166,-3.19710828086927,-25.7827560766095,-26.888790384152,-5.14031949117919,-14.4547442635488,-75.4637184963587,24.78789805156883,-49.6758204447899,"Luke Maile","13355",571912
"Amed Rosario ","NYY","3B",694.22998046875,217,0.89805841297499,-22.6216518833088,-24.4256950817869,-4.20783522974079,-13.7957133699737,-64.1528371518352,13.100398860445114,-50.052438291390075,"Amed Rosario","15518",642708
"Blake Perkins ","MIL","OF",697.3099975585938,252,-4.35768171441819,-22.2265138591462,-23.1941474306044,-2.34286670686399,-13.1366824763987,-65.2578921874314,13.814289106390957,-50.44360308104046,"Blake Perkins","19921",663368
"Alan Roden ","MIN","OF",681.6199951171875,210,-0.634889384953434,-23.0167899074714,-24.0151791980594,-4.67407736045999,-13.1366824763987,-65.4776183273429,13.814289106390957,-50.66332922095192,"Alan Roden","31564",702176
"José Tena ","WSN","3B",999,238,-1.81740316694893,-22.6216518833088,-24.0151791980594,-2.80910883758319,-13.7957133699737,-65.059056455874,13.100398860445114,-50.95865759542888,"Jose Tena","23691",677588
"Yohel Pozo ","STL","C",725.3099975585938,90,0.416163509092178,-27.3633081732599,-29.7624015702445,-5.60656162189839,-14.4547442635488,-76.7708521198594,24.78789805156883,-50.98295406829062,"Yohel Pozo","18848",650968
"César Salazar ","HOU","C/DH",999,166,-4.073068743825,-25.7827560766095,-26.888790384152,-5.60656162189839,-14.4547442635488,-76.8059210900336,24.78789805156883,-51.01802303846483,"Cesar Salazar","21587",663967
"Leo Jiménez ","TOR","2B/SS",999,238,-2.27728977136158,-22.2265138591462,-23.1941474306044,-5.14031949117919,-13.1366824763987,-65.97495302869,13.937934068046204,-51.0370189606438,"Leo Jimenez","23782",677870
"Korey Lee ","CHW","C/OF/DH",999,128,-2.54016624657896,-26.5730321249347,-28.9413698027895,-5.14031949117919,-13.7957133699737,-76.9906010354561,24.78789805156883,-51.20270298388731,"Korey Lee","25543",686676
"Tom Murphy ",,"C",999,115,-2.08030229250751,-26.5730321249347,-28.9413698027895,-5.60656162189839,-13.7957133699737,-76.9969792121039,24.78789805156883,-51.20908116053508,"Tom Murphy","13499",608596
"Jeferson Quero ","MIL","C",572.9199829101562,122,-1.86130651418328,-26.5730321249347,-28.530853919062,-5.60656162189839,-14.4547442635488,-77.0264984436272,24.78789805156883,-51.23860039205835,"Jeferson Quero","sa3015407",691620
"Chris Taylor ",,"OF",999,273,-5.73729622697374,-21.436237810821,-22.7836315468768,-3.74159309902159,-12.4776515828237,-66.1764102665168,13.814289106390957,-51.362121160125874,"Chris Taylor","13757",621035
"Ryan Ward ","LAD","OF",999,196,-3.74455242599745,-22.2265138591462,-24.4256950817869,-4.67407736045999,-11.1595897956736,-66.2304285230641,13.814289106390957,-51.41613941667319,"Ryan Ward","sa1169792",669899
"Austin Hedges ","CLE","C",999,160,-4.81763626985442,-25.7827560766095,-27.709822151607,-5.14031949117919,-13.7957133699737,-77.2462473592239,24.78789805156883,-51.45834930765505,"Austin Hedges","12976",595978
"Johnathan Rodríguez ","CLE","OF",749.3800048828125,196,-1.3356668154545,-23.0167899074714,-24.8362109655144,-5.60656162189839,-11.8186206892487,-66.6138499995873,13.814289106390957,-51.79956089319635,"Johnathan Rodriguez","22530",671286
"Orlando Arcia ",,"2B/3B/SS",999,231,-3.04375234515519,-21.8313758349836,-24.0151791980594,-5.60656162189839,-12.4776515828237,-66.9745205829202,13.937934068046204,-52.03658651487401,"Orlando Arcia","13185",606115
"Miguel Rojas ","LAD","2B/3B/SS",660.8499755859375,203,-0.262605621938719,-23.411927931634,-24.8362109655144,-4.67407736045999,-13.7957133699737,-66.9805352495208,13.937934068046204,-52.04260118147459,"Miguel Rojas","7802",500743
"Nick Sogard ","BOS","1B/2B/3B/SS/OF",999,252,-2.34297491465413,-23.0167899074714,-23.6046633143319,-3.74159309902159,-14.4547442635488,-67.1607654990277,13.937934068046204,-52.22283143098151,"Nick Sogard","25483",686765
"Alex Verdugo ",,"OF",999,217,-0.700574528245985,-23.0167899074714,-24.0151791980594,-5.60656162189839,-13.7957133699737,-67.1348186256488,13.814289106390957,-52.320529519257896,"Alex Verdugo","17027",657077
"Jose Iglesias ",,"2B/3B/SS",746.3099975585938,231,-0.284478019361706,-23.0167899074714,-24.8362109655144,-4.67407736045999,-14.4547442635488,-67.2663005163562,13.937934068046204,-52.32836644831001,"Jose Iglesias","10231",578428
"Jerar Encarnacion ","SFG","1B/OF",689.22998046875,203,-2.75909407387961,-22.6216518833088,-24.8362109655144,-5.14031949117919,-11.8186206892487,-67.1758971031306,13.814289106390957,-52.361607996739664,"Jerar Encarnacion","21871",666464
"Matthew Lugo ","LAA","OF",746.1500244140625,224,-3.65692693425832,-22.2265138591462,-24.8362109655144,-4.20783522974079,-12.4776515828237,-67.4051385714834,13.814289106390957,-52.59084946509241,"Matthew Lugo","25980",683090
"James Outman ","MIN","OF",704.5399780273438,203,-4.11683618901217,-23.0167899074714,-24.4256950817869,-4.20783522974079,-11.8186206892487,-67.5857770972599,13.814289106390957,-52.771487990868906,"James Outman","24770",681546
"Jacob Stallings ","BAL","C",999,154,-3.89788571137033,-26.5730321249347,-28.1203380353345,-5.60656162189839,-14.4547442635488,-78.6525617570867,24.78789805156883,-52.86466370551789,"Jacob Stallings","13723",607732
"Marco Luciano ","PIT","SS",701.8499755859375,266,-6.81035742048952,-21.8313758349836,-22.7836315468768,-4.67407736045999,-11.8186206892487,-67.9180628520586,13.937934068046204,-52.98012878401238,"Marco Luciano","25616",682617
"Edmundo Sosa ","PHI","2B/3B",565.3800048828125,189,-0.963383052439781,-23.0167899074714,-25.6572427329694,-5.14031949117919,-13.1366824763987,-67.9144176604585,13.743726498026598,-53.17069116243187,"Edmundo Sosa","17022",624641
"Austin Barnes ",,"C/1B",999,128,-2.51827119881478,-27.3633081732599,-28.9413698027895,-5.14031949117919,-15.1137751571238,-79.0770438231672,24.78789805156883,-53.28914577159839,"Austin Barnes","12158",605131
"Dane Myers ","MIA","OF",720.1500244140625,189,-1.31377176769031,-24.2022039799592,-26.0677586166969,-2.80910883758319,-13.7957133699737,-68.1885565719033,13.814289106390957,-53.37426746551236,"Dane Myers","22054",667472
"Charlie Condon ","COL","1B",999,189,-1.55466259377873,-23.411927931634,-25.2467268492419,-5.60656162189839,-12.4776515828237,-68.2975305793767,13.603923500163452,-53.69360707921323,"Charlie Condon","sa3025257",809707
"Jeimer Candelario ",,"1B/3B/DH",999,238,-5.08035419268344,-21.8313758349836,-24.0151791980594,-5.14031949117919,-11.8186206892487,-67.8858494061542,13.100398860445114,-53.78545054570912,"Jeimer Candelario","13621",600869
"Gio Urshela ",,"3B",999,210,-0.306395717467086,-23.0167899074714,-25.2467268492419,-5.60656162189839,-13.7957133699737,-67.9721874660525,13.100398860445114,-53.87178860560737,"Gio Urshela","10681",570482
"Christian Koss ","SFG","2B",999,203,-1.53274489567335,-23.8070659557966,-25.6572427329694,-4.20783522974079,-13.7957133699737,-69.0006021841538,13.743726498026598,-54.256875686127245,"Christian Koss","27653",683766
"Derek Hill ","CHW","OF",999,182,-1.79555341986714,-24.2022039799592,-26.4782745004244,-3.74159309902159,-13.1366824763987,-69.354307475671,13.814289106390957,-54.54001836928009,"Derek Hill","16947",656537
"Otto Kemp ","PHI","3B",560.6199951171875,196,-2.84669691527754,-23.411927931634,-25.2467268492419,-4.67407736045999,-12.4776515828237,-68.6570806394371,13.100398860445114,-54.55668177899197,"Otto Kemp","31792",805249
"Javier Sanoja ","MIA","2B/3B/OF",524.1500244140625,175,0.000157601572684118,-24.5973420041218,-26.0677586166969,-4.20783522974079,-14.4547442635488,-69.3275225125356,13.743726498026598,-54.583796014508955,"Javier Sanoja","28253",691594
"Carlos Cortes ","ATH","OF",742.0800170898438,175,-1.86126121350089,-23.8070659557966,-25.6572427329694,-5.60656162189839,-12.4776515828237,-69.409783106989,13.814289106390957,-54.59549400059799,"Carlos Cortes","21842",666126
"Kristian Campbell ","BOS","2B",384,182,-0.744409924456746,-24.2022039799592,-25.6572427329694,-5.14031949117919,-13.7957133699737,-69.5398894985382,13.743726498026598,-54.79616300051165,"Kristian Campbell","33644",692225
"Daniel Schneemann ","CLE","2B/3B/OF",603.8499755859375,217,-4.0730234431426,-23.411927931634,-24.8362109655144,-4.20783522974079,-13.1366824763987,-69.6656800464304,13.743726498026598,-54.921953548403856,"Daniel Schneemann","25180",682177
"Ryan Mountcastle ","BAL","1B/DH",446.8500061035156,154,-0.525436796473711,-23.8070659557966,-26.4782745004244,-5.60656162189839,-13.1366824763987,-69.5540213509918,13.603923500163452,-54.950097850828364,"Ryan Mountcastle","18373",663624
"Austin Slater ",,"OF",999,196,-2.45251810449864,-24.2022039799592,-24.8362109655144,-5.14031949117919,-13.1366824763987,-69.7679350175501,13.814289106390957,-54.95364591115914,"Austin Slater","16153",596103
"Dylan Carlson ",,"OF",999,189,-2.54012094589657,-24.2022039799592,-25.2467268492419,-4.67407736045999,-13.1366824763987,-69.7998116119564,13.814289106390957,-54.985522505565385,"Dylan Carlson","20126",666185
"Kyle Farmer ",,"2B/DH",999,224,-3.63503188649414,-23.0167899074714,-24.8362109655144,-5.14031949117919,-13.1366824763987,-69.7650347270578,13.743726498026598,-55.02130822903121,"Kyle Farmer","14813",571657
"Andy Ibáñez ",,"3B",999,196,-1.22616892629238,-24.2022039799592,-25.2467268492419,-4.67407736045999,-13.7957133699737,-69.1448904859272,13.100398860445114,-55.044491625482074,"Andy Ibanez","18819",628451
"Daniel Susac ","SFG","C",999,83,-1.0510764952025,-28.5487222457477,-30.5834333376996,-5.60656162189839,-15.1137751571238,-80.903568857672,24.78789805156883,-55.11567080610315,"Daniel Susac","sa3019997",691740
"Bryce Johnson ","SDP","OF",999,217,-2.82477921717216,-24.2022039799592,-25.2467268492419,-3.27535096830239,-14.4547442635488,-70.0038052782244,13.814289106390957,-55.189516171833425,"Bryce Johnson","20002",669369
"Chas McCormick ","HOU","OF",746.6900024414062,168,-2.08025699182512,-24.5973420041218,-26.4782745004244,-3.74159309902159,-13.1366824763987,-70.0341490717916,13.814289106390957,-55.21985996540066,"Chas McCormick","19599",676801
"Brett Harris ","ATH","3B",999,196,-2.58391104142494,-23.8070659557966,-25.2467268492419,-4.67407736045999,-13.1366824763987,-69.4484636833221,13.100398860445114,-55.34806482287701,"Brett Harris","29788",695391
"Alex Freeland ","LAD","2B/3B",644,189,-3.4160814088523,-24.2022039799592,-25.2467268492419,-4.20783522974079,-13.1366824763987,-70.2095299441929,13.743726498026598,-55.46580344616627,"Alex Freeland","31665",690976
"Jorge Alfaro ",,"C",999,90,-1.9708270536866,-28.1535842215851,-30.5834333376996,-5.60656162189839,-15.1137751571238,-81.4281813919935,24.78789805156883,-55.64028334042464,"Jorge Alfaro","12180",595751
"Jimmy Crooks ","STL","C/DH",538.77001953125,77,-1.13867933660043,-28.5487222457477,-30.5834333376996,-6.0728037526176,-15.1137751571238,-81.4574138297891,24.78789805156883,-55.669515778220266,"Jimmy Crooks","31354",699625
"Nick Raposo ","SEA","C",999,109,-2.93436770769906,-28.1535842215851,-29.7624015702445,-5.60656162189839,-15.1137751571238,-81.5706902785509,24.78789805156883,-55.78279222698209,"Nick Raposo","sa3015018",695596
"MJ Melendez ",,"OF",999,168,-3.21900332863345,-23.8070659557966,-26.4782745004244,-4.67407736045999,-12.4776515828237,-70.6560727281381,13.814289106390957,-55.84178362174718,"MJ Melendez","22197",669004
"Travis Bazzana ","CLE","2B",999,231,-4.75188317553828,-23.411927931634,-24.4256950817869,-4.20783522974079,-13.7957133699737,-70.5930547886736,13.743726498026598,-55.84932829064705,"Travis Bazzana","sa3025129",683953
"Edouard Julien ","MIN","1B/2B",724.1500244140625,189,-2.8905096611471,-24.5973420041218,-24.8362109655144,-5.14031949117919,-13.1366824763987,-70.6010645983611,13.743726498026598,-55.85733810033455,"Edouard Julien","27534",666397
"Thomas Saggese ","STL","2B/SS",524.3800048828125,175,-1.00719579830934,-24.5973420041218,-26.4782745004244,-5.14031949117919,-13.7957133699737,-71.0188451640085,13.937934068046204,-56.080911095962264,"Thomas Saggese","27883",695336
"Mark Canha ",,"OF",999,189,-1.79555341986714,-24.5973420041218,-25.6572427329694,-5.14031949117919,-13.7957133699737,-70.9861710181112,13.814289106390957,-56.171881911720284,"Mark Canha","11445",592192
"Jahmai Jones ","DET","OF/DH",722.9199829101562,154,-1.48900010082737,-25.387618052447,-26.0677586166969,-4.67407736045999,-13.7957133699737,-71.414167500405,13.814289106390957,-56.59987839401403,"Jahmai Jones","18872",663330
"David Fry ","CLE","DH",709,175,-2.86861461338292,-23.8070659557966,-26.0677586166969,-5.60656162189839,-12.4776515828237,-70.8276523905985,13.100398860445114,-56.727253530153384,"David Fry","24934",681807
"Ildemaro Vargas ",,"1B/2B/3B/SS/DH",999,168,-0.218838176751547,-24.9924800282844,-26.888790384152,-5.14031949117919,-14.4547442635488,-71.6951723439158,13.937934068046204,-56.757238275869604,"Ildemaro Vargas","13324",545121
"Santiago Espinal ","CIN","3B",999,196,-0.350208463336651,-24.5973420041218,-25.6572427329694,-5.14031949117919,-15.1137751571238,-70.8588878487308,13.100398860445114,-56.75848898828569,"Santiago Espinal","19997",669289
"Christian Encarnacion-Strand ","CIN","1B",540.6199951171875,133,-1.05103119452011,-24.5973420041218,-27.709822151607,-5.60656162189839,-12.4776515828237,-71.4424085549709,13.603923500163452,-56.83848505480747,"Christian Encarnacion-Strand","30011",687952
"Dominic Keegan ","TBR","C",999,64,-1.07299419330788,-29.3389982940729,-31.4044651051546,-6.0728037526176,-15.1137751571238,-83.0030365022768,24.78789805156883,-57.21513845070794,"Dominic Keegan","sa3020194",681371
"Andruw Monasterio ","MIL","SS",713.22998046875,175,-2.23354497651561,-25.387618052447,-26.4782745004244,-3.74159309902159,-14.4547442635488,-72.2957748919574,13.937934068046204,-57.35784082391114,"Andruw Monasterio","19455",655316
"Samad Taylor ","SEA","OF",999,161,-2.29925277014935,-25.7827560766095,-26.888790384152,-2.80910883758319,-14.4547442635488,-72.2346523320428,13.814289106390957,-57.42036322565185,"Samad Taylor","22274",669392
"Braden Montgomery ","CHW","OF",999,196,-3.10948278913014,-24.5973420041218,-26.0677586166969,-4.67407736045999,-13.7957133699737,-72.2443741403826,13.814289106390957,-57.430085033991595,"Braden Montgomery","sa3038253",695731
"Michael Helman ","TEX","OF",999,168,-2.97811250254504,-24.9924800282844,-26.4782745004244,-4.20783522974079,-13.7957133699737,-72.4524156309684,13.814289106390957,-57.6381265245774,"Michael Helman","24605",680737
"Anthony Rendon ","LAA","3B",999,196,-2.45251810449864,-24.9924800282844,-25.2467268492419,-4.67407736045999,-14.4547442635488,-71.8205466060336,13.100398860445114,-57.72014774558854,"Anthony Rendon","12861",543685
"Luis Urías ",,"2B",999,168,-2.05836194406094,-24.9924800282844,-26.4782745004244,-5.60656162189839,-13.7957133699737,-72.9313914646419,13.743726498026598,-58.187664966615266,"Luis Urias","16622",649966
"Brendan Rodgers ",,"2B",999,182,-2.54012094589657,-24.5973420041218,-26.4782745004244,-5.60656162189839,-13.7957133699737,-73.0180124423149,13.743726498026598,-58.274285944288295,"Brendan Rodgers","17907",663898
"John Rave ","KCR","OF",999,147,-2.1021746899305,-25.7827560766095,-27.2993062678795,-4.20783522974079,-13.7957133699737,-73.187785634134,13.814289106390957,-58.37349652774309,"John Rave","26284",670231
"Leo Rivas ","SEA","2B",999,182,-3.35039626555975,-25.7827560766095,-26.0677586166969,-2.80910883758319,-15.1137751571238,-73.1237949535732,13.743726498026598,-58.380068455546606,"Leo Rivas","21009",660844
"Sung-moon Song ",,"3B",999,154,-0.766327622562126,-25.387618052447,-27.2993062678795,-4.67407736045999,-14.4547442635488,-72.5820735668973,13.100398860445114,-58.481674706452175,"Sung-moon Song","sa3012529",
"Tim Tawa ","ARI","1B/2B/OF",515.8499755859375,147,-2.2335676268568,-25.387618052447,-27.2993062678795,-4.67407736045999,-13.7957133699737,-73.390282677617,13.743726498026598,-58.646556179590355,"Tim Tawa","29571",694374
"Yanquiel Fernández ","COL","OF/DH",660.1500244140625,126,-0.131280636036008,-25.7827560766095,-28.1203380353345,-6.0728037526176,-13.7957133699737,-73.9028918705714,13.814289106390957,-59.088602764180415,"Yanquiel Fernandez","28552",692585
"Kyren Paris ","LAA","OF",726.3800048828125,147,-3.48181185282725,-26.1778941007721,-27.2993062678795,-3.27535096830239,-13.7957133699737,-74.030076559755,13.814289106390957,-59.21578745336402,"Kyren Paris","26420",677347
"Tyler Fitzgerald ","SFG","2B",706.6199951171875,147,-2.4963535007094,-25.7827560766095,-27.709822151607,-4.20783522974079,-13.7957133699737,-73.9924803286404,13.743726498026598,-59.24875383061385,"Tyler Fitzgerald","26208",666149
"DJ LeMahieu ",,"2B",999,154,-0.875825511724242,-25.7827560766095,-27.2993062678795,-5.60656162189839,-14.4547442635488,-74.0191937416604,13.743726498026598,-59.2754672436338,"DJ LeMahieu","9874",518934
"Johan Rojas ","PHI","OF",999,126,-0.634957335977023,-26.9681701490973,-28.1203380353345,-3.27535096830239,-15.1137751571238,-74.112591645835,13.814289106390957,-59.29830253944407,"Johan Rojas","24336",679032
"Ben Rortvedt ","CIN","C",999,45,-1.09491189141326,-30.1292743423981,-32.2254968726096,-6.0728037526176,-15.7728060506988,-85.2952929097374,24.78789805156883,-59.50739485816855,"Ben Rortvedt","20287",666163
"Jake Mangum ","TBR","OF",416.7699890136719,126,0.613286889993422,-26.9681701490973,-28.530853919062,-3.74159309902159,-15.7728060506988,-74.4001363278863,13.814289106390957,-59.585847221495364,"Jake Mangum","26202",663968
"Jesus Rodriguez ","SFG","C/3B",999,32,-0.284659222091277,-30.5244123665607,-32.6360127563371,-5.60656162189839,-16.4318369442738,-85.4834829111613,24.78789805156883,-59.69558485959251,"Jesus Rodriguez","sa3008916",683679
"Ryan Fitzgerald ","MIN","1B/2B/3B/SS",999,154,-3.0219252484146,-25.387618052447,-27.2993062678795,-5.14031949117919,-13.7957133699737,-74.6448824298939,13.937934068046204,-59.706948361847736,"Ryan Fitzgerald","24622",680837
"Kris Bryant ","COL","DH",999,140,-1.3138170683727,-25.387618052447,-27.709822151607,-5.60656162189839,-13.7957133699737,-73.8135322642988,13.100398860445114,-59.71313340385364,"Kris Bryant","15429",592178
"Mickey Gasper ","MIN","C/1B/2B/OF/DH",999,26,-0.503655000415508,-30.5244123665607,-32.6360127563371,-6.0728037526176,-15.7728060506988,-85.5096899266298,24.78789805156883,-59.72179187506093,"Mickey Gasper","24759",681508
"Kevin Alcántara ","CHC","OF/DH",687.1500244140625,133,-1.79559872054954,-26.1778941007721,-28.1203380353345,-5.14031949117919,-13.7957133699737,-75.0298637178091,13.814289106390957,-60.215574611418134,"Kevin Alcantara","25971",682634
"Nick Allen ","HOU","SS",742.77001953125,154,-1.64228808551786,-26.5730321249347,-27.709822151607,-4.20783522974079,-15.1137751571238,-75.2467527489242,13.937934068046204,-60.308818680877955,"Nick Allen","22277",669397
"Rodolfo Durán ","SDP","C",999,19,-0.350367015725025,-30.9195503907233,-33.0465286400646,-6.0728037526176,-15.7728060506988,-86.1620558498294,24.78789805156883,-60.37415779826054,"Rodolfo Duran","sa877500",660710
"Eduardo Valencia ","DET","C/1B",999,20,-0.350367015725025,-30.9195503907233,-33.0465286400646,-6.0728037526176,-15.7728060506988,-86.1620558498294,24.78789805156883,-60.37415779826054,"Eduardo Valencia","sa3006622",680664
"Ryan Vilade ","TBR","OF/DH",999,140,-1.3138170683727,-26.5730321249347,-27.709822151607,-5.14031949117919,-14.4547442635488,-75.1917350996424,13.814289106390957,-60.37744599325143,"Ryan Vilade","22165",668723
"Billy Cook ","PIT","1B/OF",999,147,-2.86863726372412,-26.1778941007721,-27.709822151607,-4.67407736045999,-13.7957133699737,-75.226144246537,13.814289106390957,-60.41185514014602,"Billy Cook","29573",695257
"Max Schuemann ","ATH","2B/3B/SS",747.77001953125,147,-2.21167257909262,-26.5730321249347,-27.2993062678795,-4.20783522974079,-15.1137751571238,-75.4056213587714,13.937934068046204,-60.467687290725195,"Max Schuemann","24488",680474
"Chadwick Tromp ","ATL","C",999,26,-0.503655000415508,-30.9195503907233,-33.0465286400646,-6.0728037526176,-15.7728060506988,-86.3153438345199,24.78789805156883,-60.527445782951034,"Chadwick Tromp","16953",644433
"Jacob Melton ","HOU","OF",590.22998046875,105,-1.40144256011183,-26.9681701490973,-28.9413698027895,-3.74159309902159,-14.4547442635488,-75.507319874569,13.814289106390957,-60.69303076817808,"Jacob Melton","31661",689200
